,security,DS_DSCODE_C,DS_IS_MAJOR,DS_IS_PRIMQT,DS_SECTYPE,DS_LAST_PRICE_DATE,DS_STATUS,DS_REGION,DS_COVERAGE,DS_QT_NAME,WS_SEC_6035,SYM_INST_ORGPERMID,Industry Group,Sector
0,@AAPIC1,26372F,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,AAPICO HITECH,C764JO100,4295893349,INDUS,AUTO
1,@ABSOL123,54772J,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,E FOR L AIM,C76400020,4297795594,CONSUMP,-
2,@ABSOL246,9527VT,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,ABSOLUTE CLEAN ENERGY,C764H1ZV0,5066630759,RESOURC,ENERG
3,@ADDTE5,2575RA,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,ADDTECH HUB,C764H1140,5071556214,SERVICE,-
4,@AESTH3,2774ER,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,AESTHETIC CONNECT,C764H1630,5082930509,SERVICE,-
5,@AFTER5,2828NU,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,AFTER YOU,C764H0Z80,5051601827,AGRO,-
6,@AGRIP3,316801,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,AGRIPURE HOLDINGS,C764H6220,4295893213,AGRO,FOOD
7,@AIENE1,8702NU,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,AI ENERGY,C764H54H0,5000053073,RESOURC,ENERG
8,@AIKAC2,315341,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,AIKCHOL HOSPITAL,C764B1400,4295892959,SERVICE,HELTH
9,@AIRAC1,8938Y0,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,AIRA CAPITAL,C764H5430,5015506875,FINCIAL,-
10,@AIRPO2,28530Q,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,AIRPORTS OF THAILAND,C764PS400,4295893398,SERVICE,TRANS
11,@AKKHI2,88020D,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,AKKHIE PRAKARN,C764H5190,5000864752,SERVICE,-
12,@ALLAP1,2722J5,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,ALLA,C764H0Z40,5051004164,INDUS,IMM
13,@ALTTE1,7717V4,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,ALT TELECOM,C764H59L0,5050282051,TECH,ICT
14,@ALUCO1,502887,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,ALUCON,C764K0540,4295893333,INDUS,PKG
15,@AMAMA1,2820Y9,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,AMA MARINE,C764H0ZG0,5047642436,SERVICE,-
16,@AMARI4,315333,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,AMARIN CORPORATIONS,C764H5560,4295893169,SERVICE,MEDIA
17,@AMARI6,759838,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,ERAWAN GROUP,C764H5550,4295893179,SERVICE,TOURISM
18,@AMATA10,8745JM,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,AMATA VN,C764H5350,5038033266,PROPCON,PROP
19,@AMATA5,890959,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,AMATA,C764H5620,4295893172,PROPCON,PROP
20,@AMRAS1,2592N3,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,AMR ASIA,C764H12Y0,5062381676,TECH,ICT
21,@ANAND8,87866E,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,ANANDA DEVELOPMENT,C764H52U0,4296080651,PROPCON,PROP
22,@APPLI76,92149U,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,APPLIED DB,C764H0ZW0,5055474424,INDUS,-
23,@AREEY1,28751E,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,AREEYA PROPERTY,C7642V400,4295892718,PROPCON,PROP
24,@ARINS3,9460CC,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,ARINSIRI LAND,C764H1ZR0,5067158564,PROPCON,-
25,@ARIPP3,72858C,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,ARIP,C764H51K0,5000872864,SERVICE,-
26,@ARROW45,87969W,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,ARROW SYNDICATE,C764H52R0,5037850096,PROPCON,-
27,@ASEFA1,9513P0,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,ASEFA,C764H57D0,5045848335,INDUS,IMM
28,@ASIAA13,87190C,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,ASIA AVIATION,C764H51L0,4297485267,SERVICE,TRANS
29,@ASIAB8,9274U9,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,ASIA BIOMASS,C764H00M0,5057819520,RESOURC,-
30,@ASIAF3,756495,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,ASIA FIBER,C76453300,4295892761,CONSUMP,FASHION
31,@ASIAG4,54803H,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,ASIA GREEN ENERGY,C76400040,4298040312,RESOURC,ENERG
32,@ASIAH3,502238,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,ASIA HOTEL,C764DF770,4295893138,SERVICE,TOURISM
33,@ASIAJ4,772051,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,DV8,C764H6730,4295893257,SERVICE,-
34,@ASIAM6,29353R,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,ASIA METAL,C7641Y500,4295892698,INDUS,STEEL
35,@ASIAN106,77867U,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,ASIAN PHYTOCEUTICALS,C764H5130,5001110820,CONSUMP,PERSON
36,@ASIAN125,2699YT,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,ASIAN ALLIANCE INTERNATIONAL,C764H1490,5000061563,AGRO,FOOD
37,@ASIAN48,865325,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,ASIAN MARINE SERVICES,C764H5570,4295893182,SERVICE,TRANS
38,@ASIAN51,316232,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,AP (THAILAND),C764H6360,4295893236,PROPCON,PROP
39,@ASIAN58,29504L,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,ASIAN INSULATORS,C764WE600,4295893437,RESOURC,ENERG
40,@ASIAP65,77614N,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,ASIA PRECISION,C764H50F0,5028043672,PROPCON,CONS
41,@ASIAS13,31572P,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,ASIA SERMKIJ LEASING,C7646X900,4295892840,FINCIAL,FIN
42,@ASIAS25,53479U,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,ASPHERE INNOVATIONS,C764T2S10,4298008699,SERVICE,MEDIA
43,@ASNBR1,7408KG,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,ASN BROKER,C764H59G0,5050311723,FINCIAL,-
44,@ASSET109,2570LH,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,ASSETWISE,C764H11Q0,5063362419,PROPCON,PROP
45,@ASSET67,9518M1,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,ASSET WORLD,C764H10U0,5070506389,PROPCON,PROP
46,@ATPTH1,99157Q,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,ATP30,C764H57O0,5045944386,SERVICE,-
47,@AUROR800,2705PC,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,AURORA DESIGN,C764H1570,5054412715,CONSUMP,FASHION
48,@AUTOC15,9457XP,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,AUTOCORP HOLDING,C764H10I0,5066535319,INDUS,AUTO
49,@AYUDH11,772084,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,ALLIANZ AYUDHYA CAPITAL,C76449070,4295892728,FINCIAL,INSUR
50,@BAANR1,41431D,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,BAAN ROCK GARDEN,C764LEC00,4295893338,PROPCON,PROP
51,@BANGK104,8836T4,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,BANGKOK EXPRESSWAY AND METRO,C764H59D0,5048739751,SERVICE,TRANS
52,@BANGK108,7415AZ,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,BANGKOK SHEET METAL,C764H55D0,5040945032,INDUS,-
53,@BANGK11,777164,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,SRISAWAD CAPITAL 1969,C764EW250,4295893144,FINCIAL,FIN
54,@BANGK116,9534Q3,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,BANGKOK COMMERCIAL ASSET MANAGEMENT,C764H52S0,5000839509,FINCIAL,FIN
55,@BANGK123,2749V2,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,BANGKOK LAB AND COSMETIC,C764H15F0,5045944656,CONSUMP,PERSON
56,@BANGK22,777163,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,B-52 CAPITAL,C76458740,4295892799,SERVICE,COMM
57,@BANGK27,933079,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,BANGKOK BANK,C764C2200,4295893055,FINCIAL,BANK
58,@BANGK29,755194,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,BANGKOK INSURANCE,C764AG030,4295892982,FINCIAL,INSUR
59,@BANGK53,314989,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,BANGKOK LAND,C76455000,4295892753,PROPCON,PROP
60,@BANGK55,28032X,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,BANGKOK COMMERCIAL PROPERTY,C764OP500,4295893359,PROPCON,PF&REIT
61,@BANGK62,29771D,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,BANGKOK CHAIN HOSPITAL,C7644C700,4295892745,SERVICE,HELTH
62,@BANGK80,68032M,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,BANGKOK LIFE ASSURANCE,C764H58G0,4296679267,FINCIAL,INSUR
63,@BANGK89,90496L,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,BANGKOK DEC-CON,C764H5170,5035754118,PROPCON,CONS
64,@BANGK95,93001Y,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,BANGKOK AIRWAY,C764H5140,5035496877,SERVICE,TRANS
65,@BANGK99,9817UA,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,BANGKOK RANCH,C764B1420,5046394454,AGRO,FOOD
66,@BANGS1,30223X,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,BANGSAPHAN BARMILL,C764WC800,4295893415,INDUS,STEEL
67,@BANKT1,777377,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,CIMB THAI BANK,C764W8190,4295893416,FINCIAL,BANK
68,@BANPU2,502579,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,BANPU,C76457540,4295892746,RESOURC,ENERG
69,@BANPU9,9513P2,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,BANPU POWER,C764H56Y0,5000005646,RESOURC,ENERG
70,@BBGIP1,2655C4,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,BBGI,C764H1440,5080022453,RESOURC,ENERG
71,@BCPGP1,2587P2,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,BCPG,C764H57W0,5046434762,RESOURC,ENERG
72,@BEAUT9,87922J,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,BEAUTY COMMUNITY,C764H52H0,5037842240,SERVICE,COMM
73,@BECWO2,865590,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,BEC WORLD,C76486650,4295892945,SERVICE,MEDIA
74,@BERLI44,771212,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,BERLI JUCKER,C76458760,4295892801,SERVICE,COMM
75,@BERYL3,2615QU,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,BERYL 8 PLUS,C764H13C0,5081084031,TECH,-
76,@BETAG7,2700FY,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,BETAGRO,C764H14F0,5001219282,AGRO,FOOD
77,@BETTE9,51289M,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,BETTER WORLD GREEN,C764K4Q10,4295893335,SERVICE,PROF
78,@BGCON1,9370GR,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,BG CONTAINER GLASS PUBLIC,C764H1Z10,5063736486,INDUS,PKG
79,@BIOSC17,2665GH,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,BIOSCIENCE ANIMAL HEALTH,C764H13R0,5062390135,SERVICE,-
80,@BJCHE2,93651V,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,BJC HEAVY INDUSTRIES,C764H5480,5040059405,PROPCON,CONS
81,@BKOFA8,749549,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,BANK OF AYUDHYA,C764W8150,4295893420,FINCIAL,BANK
82,@BLESS5,2677HP,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,BLESS ASSET GROUP,C764H13U0,5062383418,PROPCON,-
83,@BLUEB372,26021Y,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,BLUEBIK GROUP,C764H12W0,5080152358,TECH,-
84,@BLUEV3,2720NJ,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,BLUEVENTURE GROUP,C764H1510,4297856224,TECH,-
85,@BODYG1,51384K,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,BGT,C764L5Q10,4295893334,CONSUMP,-
86,@BOUTI5,9527ZM,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,BOUTIQUE CORPORATION,C764H0Z70,5051601904,PROPCON,-
87,@BRITA66,2633EP,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,BRITANIA,C764H13S0,5081155604,PROPCON,PROP
88,@BROOK20,14766X,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,THE BROOKER GROUP,C764BK860,4295893043,FINCIAL,-
89,@BTWEA1,7728PL,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,BT WEALTH INDUSTRIES,C764H59M0,5050311740,PROPCON,-
90,@BUALU7,9534FM,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,ALLY LEASEHOLD REAL ESTATE INVESTMENT TRUST,C764H10N0,5071074143,PROPCON,PF&REIT
91,@BUILD15,51640L,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,BUILDERSMART,C764OQQ10,4295893351,PROPCON,-
92,@BUMRU1,503234,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,BUMRUNGRAD HOSPITAL,C764B1430,4295892973,SERVICE,HELTH
93,@BURIR1,9171Z0,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,BURIRAM SUGAR,C764H56H0,5042936490,RESOURC,ENERG
94,@BUSIN23,28853D,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,BUSINESS ONLINE,C7644C500,4295892751,SERVICE,-
95,@BUSIN71,7748RP,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,BUSINESS ALIGNMENT,C764H59V0,5050925620,CONSUMP,PERSON
96,@CAPET2,540250,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,WYNCOAST INDUSTRIAL PARK,C764H5670,4295893186,PROPCON,PROP
97,@CARAB3,9175HP,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,CARABAO GROUP,C764H55T0,5043334853,AGRO,FOOD
98,@CASTL16,315429,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,CASTLE PEAK HOLDINGS,C764B1440,4295892963,CONSUMP,FASHION
99,@CCNTE1,9084UX,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,SKY ICT,C764H5320,5001233515,TECH,ICT
100,@CENTP7,140985,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,CENTRAL PATTANA,C76495450,4295892911,PROPCON,PROP
101,@CENTR403,96183E,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,CENTRAL RETAIL CORPORATION,C764H1160,5071514472,SERVICE,COMM
102,@CENTR97,503263,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,CENTRAL PLAZA HOTEL,C76459650,4295892832,SERVICE,TOURISM
103,@CHAIW1,503416,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,CHAI WATANA TANNERY,C764B1450,4295892977,INDUS,AUTO
104,@CHAOP3,9377C1,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,CHAOPRAYAMAHANAKORN,C764H54L0,5040259206,PROPCON,PROP
105,@CHARA4,316610,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,CHARAN INSURANCE,C764B1720,4295893005,FINCIAL,INSUR
106,@CHARN2,26610E,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,CHARN ISSARA DEVELOPMENT,C764ZO100,4295893458,PROPCON,PROP
107,@CHARO9,777168,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,CHAROEN POKPHAND FOODS,C764EW370,4295893175,AGRO,FOOD
108,@CHASE32,2720YV,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,CHASE ASIA,C764H15N0,5063251547,FINCIAL,FIN
109,@CHAYO2,9287ZG,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,CHAYO GROUP,C764H00P0,5057830508,FINCIAL,FIN
110,@CHEWA1,7081TU,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,CHEWATHAI,C764H57H0,4298099262,PROPCON,-
111,@CHIAN10,9168DQ,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,CHIANGMAI RIMDOI,C764H0050,5056392835,PROPCON,-
112,@CHICR2,26802A,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,CHIC REPUBLIC,C764H00W0,5059963626,SERVICE,-
113,@CHINH6,2688JY,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,CHIN HUAY,C764H1450,5062378640,AGRO,FOOD
114,@CHOTH1,88509Q,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,CHO THAVEE,C764H53A0,5038045481,INDUS,-
115,@CHOWS6,86560K,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,CHOW STEEL INDUSTRIES,C764H51F0,5001437446,INDUS,-
116,@CHRIS28,530603,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,CHRISTIANI & NIELSEN,C76441760,4295892747,PROPCON,CONS
117,@CHUKA1,51641C,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,CHU KAI,C764PQQ10,4295893375,INDUS,IMM
118,@CHULA2,88522W,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,CHULARAT HOSPITAL,C764H5330,4296547948,SERVICE,HELTH
119,@CITYS12,32851L,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,CITY STEEL,C764HRA00,4295893314,INDUS,STEEL
120,@CIVIL6,2642YU,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,CIVIL ENGINEERING,C764H12O0,5074675900,PROPCON,CONS
121,@CKPOW1,89454Q,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,CK POWER,C764H52D0,5035313535,RESOURC,ENERG
122,@CLOVE15,2599HV,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,CLOVER POWER,C764H12U0,5080079117,RESOURC,ENERG
123,@CMORG1,29533F,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,CMO,C764OG600,4295893395,SERVICE,-
124,@COMAN2,2725QC,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,COMANCHE INTERNATIONAL,C764H0Z60,5000865231,TECH,-
125,@COMPA43,316790,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,ADVANCED CONNECTION CORPORATION,C764H5770,4295893184,RESOURC,ENERG
126,@COMPC5,9513RA,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,COM7,C764H57B0,5045847525,SERVICE,COMM
127,@COPPE53,9520YP,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,COPPERWIRED,C764H10C0,5069399737,SERVICE,COMM
128,@COUNT109,9269CF,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,COUNTRY GROUP HOLDINGS,C764H56Q0,5043334862,FINCIAL,FIN
129,@CPANE1,2606J5,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,CPANEL,C764H1330,5080170893,PROPCON,-
130,@CPLGR1,140809,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,CPL GROUP,C764H5780,4295893181,CONSUMP,FASHION
131,@CPNRE3,9226HA,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,CPN RETAIL GROWTH LEASEHOLD REIT,C764H00V0,5059953094,PROPCON,PF&REIT
132,@CPRGO3,30485X,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,CPR GOMU INDUSTRIAL,C764PQ800,4295893371,INDUS,-
133,@CPSEV2,27875T,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,CP ALL,C764GZ300,4295893157,SERVICE,COMM
134,@CPTDR1,93001U,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,CPT DRIVES AND POWER,C764H54M0,5040256840,INDUS,IMM
135,@CROWN36,777172,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,CROWN SEAL,C76458840,4295892808,INDUS,PKG
136,@CSPST1,32586N,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,CSP STEEL CENTER,C764HJA00,4295893309,INDUS,STEEL
137,@CVDEN3,140282,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,WAVE EXPONENTIAL,C764H5790,4295893210,SERVICE,PROF
138,@CYBER91,69447P,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,GREEN TECH VENTURES,C764H58O0,4297685760,RESOURC,-
139,@DAIIG1,9824XU,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,NIRVANA DEVELOPMENT,C764H57L0,5044029381,PROPCON,PROP
140,@DCONP1,29545N,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,DCON PRODUCTS,C764MF600,4295893350,PROPCON,CONMAT
141,@DECAP1,29545F,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,AQUA,C764LF600,4295893337,SERVICE,MEDIA
142,@DELTA232,2613K0,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,DELTA PAINT,C764H13K0,5080170773,PROPCON,-
143,@DELTA60,313491,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,DELTA ELECTRONICS,C76497280,4295892924,TECH,ETRON
144,@DEMCO2,41486W,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,DEMCO,C764UEC00,4295893397,RESOURC,ENERG
145,@DENTA13,9058TZ,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,DENTAL CORPORATION,C764H0ZL0,5052206530,SERVICE,-
146,@DEXON2,2730WT,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,DEXON TECHNOLOGY,C764H1550,5083509975,SERVICE,-
147,@DHANA7,29421H,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,AIRA FACTORING,C7640A600,4295892691,FINCIAL,-
148,@DHANA8,29421H,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,AIRA FACTORING,C7640A600,4295892691,FINCIAL,-
