,security,DS_DSCODE_C,DS_IS_MAJOR,DS_IS_PRIMQT,DS_SECTYPE,DS_LAST_PRICE_DATE,DS_STATUS,DS_REGION,DS_COVERAGE,DS_QT_NAME,WS_SEC_6035,SYM_INST_ORGPERMID,Industry Group,Sector
716,@AJPLA2,540769,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,AJ PLAST,C764B1410,4295892976,INDUS,PKG
717,@AMATA8,9748DP,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,RESEARCH,AMATA SMT.GW.FH.&. LH. REIT,C764H57I0,5043318429,PROPCON,PF&REIT
718,@APPLI83,95296M,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,RESEARCH,APPLICAD PCL,C764H1120,5070763513,TECH,-
719,@ASIAM21,2697H9,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,RESEARCH,AI.MED.& AGRI.LABY. & RESH.CZ.,C764H1460,5082476947,RESOURC,-
720,@ASIAN45,140261,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,ASIA HOTEL NVDR,C764H5580,4295893176,RESOURC,TOURISM
721,@BAAIR1,2688YA,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,RESEARCH,BA AIRPORT LEASEHOLD REIT,C764H14V0,5082496564,PROPCON,PF&REIT
722,@BANGC1,140346,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,BANGCHAK CORPORATION ORS,C76474880,4295892862,RESOURC,ENERG
723,@BANGK25,314898,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,BANGKOK DUSIT MED.SVS.,C76441740,4295892730,RESOURC,HELTH
724,@BANGK51,15382P,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,BGK.AVIATION FUEL SVS.,C764FR000,4295893173,RESOURC,ENERG
725,@BANGK8,776937,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,BANGKOK UNION IN.,C764EF370,4295893139,FINCIAL,INSUR
726,@BANGP2,27251X,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,BEGISTICS ORS,C764WQ300,4295893425,RESOURC,TRANS
727,@BGRIM4,9113N9,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,RESEARCH,B GRIMM POWER,C764H59U0,5001110722,RESOURC,ENERG
728,@BHIRA1,9264L0,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,RESEARCH,BHIRAJ OFFICE LEASEHOLD REIT,C764H00H0,5057762943,PROPCON,PF&REIT
729,@BOUTI2,777167,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,BOUTIQUE NEW CITY,C764H5660,4295893165,CONSUMP,FASHION
730,@BTSRA2,88301Q,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,BTS RAL.MSTI.GW. INFR.,C764H53J0,5038910345,RESOURC,TRANS
731,@BUALU4,9275AU,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,RESEARCH,BUALUANG OFFICE LEASEHOLD REIT,C760018O0,5057937818,PROPCON,PF&REIT
732,@BURIR4,91237U,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,RESEARCH,BURIRAM SUG.GP. PWPL. INFR.,C764H0ZO0,5053128930,RESOURC,ENERG
733,@CALCO1,13265V,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,CAL-COMP ELTN.(THAI.),C764P1980,4295893353,TECH,ETRON
734,@CAZTH1,93884G,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,RESEARCH,CAZ THAILAND PUBLIC,C764H1ZC0,5065297409,PROPCON,-
735,@CENTA23,54172F,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,RESEARCH,CENTARA H&R.LH.PR.,,4298072340,PROPCON,PF&REIT
736,@CHAMN1,2664J4,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,RESEARCH,CHAMNI S EYE,C764H13M0,5081460466,RESOURC,-
737,@CHARO11,777170,Y,1,Ordinary Share,12/12/2023 0:00,ACTIVE,THA,FULL COVERAGE,CHAROONG THAI WIRE CAB.,C764H5720,4295893196,INDUS,IMM
738,@CHEME28,9287ND,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,RESEARCH,CHEMEMANORD,C764H00R0,5058666904,INDUS,PETRO
739,@CHIAN1,316564,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,CHIANGMAI FRZ.FOODS,C764B1460,4295892967,AGRO,FOOD
740,@CHIAN2,140588,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,CHIANG MAI RAM MED.BUS.,C764H5730,4295893163,RESOURC,HELTH
741,@CHKAR1,141391,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,CH KARNCHANG,C76481580,4295892919,PROPCON,CONS
742,@CHONB3,28214E,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,CHONBURI CONC.PRODUCT,C7643K400,4295892737,PROPCON,CONMAT
743,@CHUMP1,140006,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,CHUMPORN PALM OIL IND.,C76475330,4295892863,AGRO,FOOD
744,@CIGRO2,30211P,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,CI GROUP,C764HF800,4295893303,INDUS,-
745,@CITYS9,502755,Y,1,Ordinary Share,11/14/2023 0:00,ACTIVE,THA,FULL COVERAGE,CITY SPORTS & RECREATION,C76458340,4295892779,RESOURC,TOURISM
746,@COMMU49,86849G,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,COMMUNICATION & SYSTEM SOLUTION,C764H53N0,5039105872,RESOURC,COMM
747,@CPNCO2,87670P,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,CPN COML.GW.LH.PR.,C764H52I0,5037844388,PROPCON,PF&REIT
748,@CPTOW1,8680L7,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,RESEARCH,C P TOWER GROWTH LEASEHOLD PROPERTY,C764H54V0,5040701806,PROPCON,PF&REIT
749,@CROWN90,8748Y5,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,AJ ADVANCE TECHNOLOGY ORS,C764H55A0,5040259844,CONSUMP,HOME
750,@DIAMO38,32392E,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,DIAMOND BLDG.PRODUCTS,C764HEA00,4295893296,PROPCON,CONMAT
751,@DIANA1,890243,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,COUNTRY GROUP DEV.,C764H5820,4295893194,PROPCON,PROP
752,@DTCEN2,2708Z2,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,RESEARCH,DTC ENTERPRISE,C764H1410,5058594840,TECH,ICT
753,@DTCIN1,315612,Y,1,Ordinary Share,12/12/2023 0:00,ACTIVE,THA,FULL COVERAGE,DTC INDUSTRIES,C764B1470,4295892960,CONSUMP,HOME
754,@DUSIT5,9228VR,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,RESEARCH,DUSIT THANI FH.&. LH. REIT,C764H00X0,5059956123,PROPCON,PF&REIT
755,@EASTE23,890590,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,EASTERN WATER RESOURCES DEV.& MAN.,C764F2530,4295893152,RESOURC,ENERG
756,@EASTE37,314006,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,CAPITAL ENGR.NETWORK,C764H5880,4295893183,INDUS,STEEL
757,@EASTE54,28685Q,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,EASTERN COML.LEASING,C764WU400,4295893434,FINCIAL,FIN
758,@EXOTI2,9066RF,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,EXOTIC FOODS,C764H5500,5040791494,AGRO,-
759,@FAREA16,777174,Y,1,Ordinary Share,12/4/2023 0:00,ACTIVE,THA,FULL COVERAGE,FAR EAST FAME LINE DDB ORS,C76441770,4295892755,RESOURC,MEDIA
760,@GABLE4,2740KM,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,RESEARCH,G ABLE,C764H15C0,5000810265,TECH,ICT
761,@GENEN8,266097,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,GENERAL ENV.CVT.,C764AT550,4295892947,RESOURC,PROF
762,@GOLDE312,7079Y4,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,GOLDEN VENTURES LEASEHOLD REIT,C764H59S0,5046660809,PROPCON,PF&REIT
763,@GRAND842,9212XT,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,RESEARCH,GRANDE HOSPITALITY REIT UNIT,C764H0070,5056396128,PROPCON,PF&REIT
764,@GRAND861,2590G4,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,RESEARCH,GRANDE ROYAL ORCHID HOSPITALITY REIT,C764H12V0,5080151769,PROPCON,PF&REIT
765,@GRAND92,28471F,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,GRANDE ASST.HTLS.& PR.,C764LO400,4295893352,RESOURC,TOURISM
766,@HEMAR8,2744F7,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,WHA INDUSTRIAL LEASEHOLD REIT UNITS,C764H5940,5046441272,PROPCON,PF&REIT
767,@HWAFO3,28209Q,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,HWA FONG RUBBER (THAI.),C7642K400,4295892734,INDUS,AUTO
768,@HYDRO85,27078G,Y,1,Ordinary Share,12/12/2023 0:00,ACTIVE,THA,RESEARCH,HYDG.FHLH.REIT.,,5083346642,PROPCON,PF&REIT
769,@ICCIN5,741969,Y,1,Ordinary Share,12/12/2023 0:00,ACTIVE,THA,FULL COVERAGE,ICC INTERNATIONAL,C764BF850,4295893049,RESOURC,COMM
770,@IFSCA7,69899J,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,IFS CAP.(THAILAND),C764H58P0,5000025016,FINCIAL,FIN
771,@IMPAC32,9128G9,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,IPCT.GW.REIT.TST. UTS.,C764H54F0,5040243866,PROPCON,PF&REIT
772,@JASMI20,9310Z7,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,JASMINE BROADBAND INET. INFRASTRUCTURE FUND,C764H56K0,5044031235,TECH,ICT
773,@JRWUT1,9912H2,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,RESEARCH,J R W UTILITY,C764H50M0,5000729126,RESOURC,ENERG
774,@KASET1,8890LR,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,KASET THAI INTERNATIONAL SUG.,C764H55I0,5037441984,AGRO,FOOD
775,@KCMET1,9262RY,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,KC METALASSET,C764H56O0,5043951133,INDUS,-
776,@KCPRO3,140577,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,KC PROPERTY,C764H6170,4295893218,PROPCON,PROP
777,@KIANG2,315549,Y,1,Ordinary Share,12/12/2023 0:00,ACTIVE,THA,FULL COVERAGE,KGHSG.TRDG.FRZ.FOOD,C764H6020,4295893192,AGRO,FOOD
778,@KIJCH1,2704EG,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,RESEARCH,KITCHAROEN ENGINEERING ELECTRIC,C764H14O0,5081833626,INDUS,-
779,@KIMEN4,27961D,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,MAYBANK SECURITIES (THAILAND) PCL,C7645J400,4295892822,FINCIAL,FIN
780,@KINGS80,8792QR,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,KINGSMEN C M T I,C764H5960,5046662729,PROPCON,-
781,@KTBST1,2617HX,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,RESEARCH,KTBST MXD.FH.&.LH. REIT,C764H1280,5076393121,PROPCON,PF&REIT
782,@KWMET1,9338PH,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,RESEARCH,K W METAL WORK,C764H1ZI0,5063774795,INDUS,-
783,@LANDH11,87003F,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,LD.&.HSES.FH.AND LH.PR.,C764H51M0,5037347531,PROPCON,PF&REIT
784,@LHFIN3,75975M,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,LH FINANCIAL GP.,C764H50H0,5000105783,FINCIAL,BANK
785,@LHHOT1,8800VE,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,LH HTL.LH.REIT.TST. UTS.,C764H59E0,5048024637,PROPCON,PF&REIT
786,@LHSHO1,9267GQ,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,LH SHOPPING CENTERS LEASEHOLD REIT,C764H56P0,5044008455,PROPCON,PF&REIT
787,@LPNDE6,140820,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,LPN DEVELOPMENT,C764H6070,4295893207,PROPCON,PROP
788,@MAJOR15,50834D,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,MJR.CPX.LFY.LH.PR.,C764O5Q10,4295893377,RESOURC,MEDIA
789,@MASTE21,27682K,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,MASTER AD,C764NX300,4295893365,RESOURC,MEDIA
790,@MATCH6,26866R,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,MATCHING MAXIMIZE SLN.,C764QW100,4295893380,RESOURC,MEDIA
791,@MCSST1,31339L,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,MCS STEEL,C7642J900,4295892739,INDUS,STEEL
792,@MDXPU2,315590,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,MDX,C764A0070,4295892956,RESOURC,ENERG
793,@MFCIN2,87984Q,Y,1,Ordinary Share,12/12/2023 0:00,ACTIVE,THA,FULL COVERAGE,MFC IINV.PR.&.LH.,C764H5340,5037986804,PROPCON,PF&REIT
794,@MFCIN3,7411TP,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,RESEARCH,MFC INDL.REIT.TST. UTS.,C764H5930,5046736327,PROPCON,PF&REIT
795,@MILLE124,2737UG,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,RESEARCH,MILLENNIUM GROUP ASIA,C764H1650,5082041322,INDUS,AUTO
796,@MKREA3,503222,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,MK REAL ESTATE DEV.,C764H6160,4295893215,PROPCON,PROP
797,@MLINK1,15376W,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,SEVEN UTILITIES AND POWER ORS,C764MI000,4295893358,RESOURC,ENERG
798,@MOONG1,68072X,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,MOONG PATTANA INTL.,C764H58J0,5000031538,CONSUMP,-
799,@MUANG4,9069NC,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,MUANGTHAI CAPITAL ORS,C764H55X0,5043334875,FINCIAL,FIN
800,@NCHOU3,28723Q,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,NC HOUSING,C7643V400,4295892732,PROPCON,PROP
801,@NDRUB1,9279KQ,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,ND RUBBER,C764H56D0,5044007483,INDUS,-
802,@NEPRE2,777186,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,NEP REALTY & IND.,C76458640,4295892784,INDUS,PKG
803,@NEWCI3,777185,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,NEW CITY (BANGKOK),C764H6210,4295893231,CONSUMP,FASHION
804,@NICHA1,67216N,Y,1,Ordinary Share,12/12/2023 0:00,ACTIVE,THA,RESEARCH,NICHADA THANI PROPERTY 2,C764XV900,4298112796,PROPCON,PF&REIT
805,@NORTH545,9816RC,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,RESEARCH,NORTH BANGKOK PWR.PLANT BLOCK 1 INFR.FD.,C764H57J0,5046049175,RESOURC,ENERG
806,@NORTH648,9374WN,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,RESEARCH,NORTH EAST RUBBERS,C764H1ZO0,5062393096,AGRO,AGRI
807,@OCCCO2,777187,Y,1,Ordinary Share,12/12/2023 0:00,ACTIVE,THA,FULL COVERAGE,OCC,C764H6250,4295893229,CONSUMP,PERSON
808,@PATOC2,356867,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,PATO CHEMICAL IND.,C764H6340,4295893227,INDUS,PETRO
809,@PCSMA1,8787JK,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,PCS MACHINE GPHD.,C764H5490,5040194639,INDUS,AUTO
810,@PICOT1,28852U,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,PICO THAILAND,C7645C500,4295892834,RESOURC,-
811,@PLANE38,8915U6,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,PLANET COMMS.ASIA,C764H54Y0,5040276113,TECH,-
812,@PMTHO1,9267GV,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,PM THORESEN ASIA HDG.,C764H54X0,5040925512,INDUS,PETRO
813,@POWER390,9238N8,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,POWER SOLUTION TECHS.,C764H56M0,5042967805,RESOURC,-
814,@POWER59,26599E,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,POWER LINE ENGR.,C7640P100,4295892733,PROPCON,CONS
815,@PRECI82,2697WQ,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,RESEARCH,PRECISE PUBLIC,C764H1540,5074116980,RESOURC,ENERG
816,@PROSP90,9819Y2,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,RESEARCH,PRPT.LOGIST.&.INDL. FREE&LEASE REIT,C764H1210,5073348375,PROPCON,PF&REIT
817,@PSPSP1,27634A,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,RESEARCH,P S P SPECIALTIES,C764H14S0,5062379151,INDUS,IMM
818,@PTTEX3,316680,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,PTT EXPLORATION & PRDN.,C764A0110,4295892969,RESOURC,ENERG
819,@QUALI28,28282K,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,QUALITY CON.PRDS.,C764HM400,4295893331,PROPCON,CONMAT
820,@QUALI65,87397W,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,QLT.HSE.HLRS.FH &. LH PROP,C764H5270,5037630111,PROPCON,PF&REIT
821,@RATCH1,269883,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,RATCH GROUP PCL,C764P1990,4295893366,RESOURC,ENERG
822,@RBFOO1,9521JY,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,RESEARCH,R & B FOOD SUPPLY,C764H10E0,5062382305,AGRO,FOOD
823,@REGIO13,776913,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,REGIONAL CONTAINERS LIN.,C76441780,4295892744,RESOURC,TRANS
824,@ROYAL86,502446,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,ROYAL ORCHID HTL.(THAI.),C764A0150,4295892942,RESOURC,TOURISM
825,@SAFSP1,2714NV,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,RESEARCH,S A F SPECIAL STEEL,C764H15E0,5082525445,INDUS,-
826,@SAHAC2,28288R,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,SAHACOGEN(CHONBURI),C764IM400,4295893332,RESOURC,ENERG
827,@SAHAM2,315105,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,SAHAMITR PRESSURE CTNR.,C764B1670,4295893000,INDUS,PKG
828,@SAHAP4,741842,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,SAHA PATH.INTER-HOLDING,C764A0160,4295892938,RESOURC,COMM
829,@SAHAT6,2672UN,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,RESEARCH,SAHATHAI PRINTING AND PACKAGING,C764H13Q0,5081460327,INDUS,-
830,@SAMAR21,28195R,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,SAMART DIGITAL ORS,C7644K400,4295892749,TECH,ICT
831,@SAMCH8,29528R,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,SAMCHAI STEEL INDS.,C764XE600,4295893456,INDUS,STEEL
832,@SCGCE1,9322YA,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,RESEARCH,SCG CERAMICSORD,C764H1ZB0,5064687263,PROPCON,CONMAT
833,@SCLMO1,2776HL,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,RESEARCH,S C L MOTOR PART,,5062380326,INDUS,-
834,@SENAD1,67812C,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,SENA DEVELOPMENT,C764H58C0,5000061106,PROPCON,PROP
835,@SGROU1,9084U3,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,S11 GROUP,C764H5680,5042252184,FINCIAL,FIN
836,@SIAMG8,53494R,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,SIAMGAS AND PETROCHEM.,C764W2S10,4298008700,RESOURC,ENERG
837,@SIAMS12,315367,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,SIAM STEEL INTL.,C76475760,4295892881,CONSUMP,HOME
838,@SIAMS15,865327,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,SIAM STEEL SERVICE CTR.,C764H6700,4295893252,INDUS,STEEL
839,@SINOT7,316109,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,SINO-THAI ENGR.CON.,C76441790,4295892764,PROPCON,CONS
840,@SISDI1,29107Q,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,SIS DS.(THAILAND),C764QI500,4295893394,TECH,ICT
841,@SJINT3,776896,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,S & J INTL.ENTERPRISES,C764H6540,4295893292,CONSUMP,PERSON
842,@SKHON2,317073,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,S KHONKAEN FOODS,C764B1750,4295893008,AGRO,FOOD
843,@SKIJC1,91613L,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,RESEARCH,S KIJCHAI ENTERPRISE,C764H0ZU0,5055456745,PROPCON,CONMAT
844,@SOMBO1,30218U,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,SOMBOON ADVANCE TECH.,C764XC800,4295893439,INDUS,AUTO
845,@SPACK2,28741K,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,S PACK & PRINT,C7648W400,4295892915,INDUS,PKG
846,@SPRIM1,9389HA,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,RESEARCH,S PRIME GROWTH LEASEHOLD REIT,C764H1ZL0,5066574573,PROPCON,PF&REIT
847,@SRINA3,2589QP,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,RESEARCH,SRINANAPORN MARKETING PCL,C764H13A0,5068475738,AGRO,FOOD
848,@SRIPA3,2867DN,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,RESEARCH,SRI PANWA HOSPLTY. REIT. TST.,C764H00J0,5052533817,PROPCON,PF&REIT
849,@SRIVI4,87115M,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,SRIVICHAI VEJVIVAT,C764H5150,5035723279,RESOURC,HELTH
850,@STARP14,8747J4,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,STAR PTL.REFN.,C764H50D0,4296759902,RESOURC,ENERG
851,@STPIT1,865551,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,STP & I,C764H6790,4295893290,PROPCON,CONS
852,@TACCO5,8753UW,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,T A C CONSUMER,C764H57U0,5046662515,AGRO,-
853,@TANAY2,530994,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,BTS GROUP HDG.,C76423240,4295892710,RESOURC,TRANS
854,@TAOKA4,93001M,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,TAOKAENOI FOOD & MKTG.,C764H52E0,5037818926,AGRO,FOOD
855,@TCJAS2,865042,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,TCJ ASIA,C764H6840,4295893298,INDUS,IMM
856,@TCMCO2,777374,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,TCM CORPORATION ORS,C764B1860,4295893023,CONSUMP,HOME
857,@TEAMC5,9317HY,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,RESEARCH,TEAM CNSL.ENGR.&. MAN.,C764H0130,5044010238,PROPCON,CONS
858,@TEERA4,69261E,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,TEERA-MONGKOL IND.,C764H58N0,5000440814,INDUS,-
859,@TESCO24,86910E,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,LOTUS S RET.GW. FREEHOLD&LEASEHOLD PR.,C764H5180,5035925368,PROPCON,PF&REIT
860,@THAIC18,140178,Y,1,Ordinary Share,12/4/2023 0:00,ACTIVE,THA,FULL COVERAGE,THAI COATING INDL.,C764H6890,4295893291,INDUS,PKG
861,@THAIF4,503771,Y,1,Ordinary Share,12/13/2023 0:00,ACTIVE,THA,FULL COVERAGE,JCK INTERNATIONAL ORS,C764B1790,4295893009,PROPCON,PROP
